code_etab;nom_etab;telephone;e_mail;nom_proprio;nom_directeur;code_type_affiliation;type_affiliation;nif;foko_etab
306180007;EPP ANKAPO;034 11 215 39;;;;;;;3061805
306180008;EPP RANAIVONDRAVANO;034 89 847 30;;;;;;;3061806
306180009;EPP SOANAFINDRA;;;;;;;;3061807
306190002;EPP AMBOHIPIERENANA MANGAZO;034 78 158 14;;;;;;;3061914
306190003;EPP AMBOHIPO;034 82 296 16;;;;;;;3061901
306190004;EPP AMPANENJANANA FANAPOHANA;034 53 235 41;;;;;;;3061902
306190005;EPP AMPANENJANANA SAHAFORONINA;034 85 389 22;;;;;;;3061903
306190006;EPP ANERINERINA;034 95 763 10;;;;;;;3061904
306190007;EPP ANKAREFO MAHATORY;034 71 744 87;;;;;;;3061905
306190008;EPP ANKAZOFOTSY;034 63 214 77;;;;;;;3061906
306190009;EPP ANTAFOTONA;034 86 025 06;;;;;;;3061907
306190010;EPP ANTEZANIVOARA;034 93 220 81;;;;;;;3061908
306190011;EPP FANAPOHANA;034 41 131 81;;;;;;;3061909
306190012;EPP FARAZATO;034 21 100 95;;;;;;;3061910
306190013;EPP FIADANANA MATSIATRA;034 16 156 22;;;;;;;3061911
306190014;EPP ILAMPY;034 74 807 33;;;;;;;3061912
306190015;EPP MANARINTSOA;034 80 782 16;;;;;;;3061913
306190016;EPP MAROSOA;034 03 410 46;;;;;;;3061915
306200002;EPP AMBOHIMANJAKA;034 10 773 92;;;;;;;3062001
306200003;EPP AMBOHIPO;034 17 746 50;;;;;;;3062002
306200004;EPP ANDOHAONY;034 71 285 28;;;;;;;3062005
306200005;EPP ANKENIHENY AMPIAKA;033 01 392 63;;;;;;;3062004
306200006;EPP ANTANETIBE;034 41 512 61;;;;;;;3062003
306200007;EPP ATOKO;034 52 928 16;;;;;;;3062002
306200008;EPP FIAKARANDAVA;034 46 842 97;;;;;;;3062005
306200009;EPP FIERENANTSOA;033 89 839 29;;;;;;;3062005
306200010;EPP SAHAMALOLA;034 19 151 80;;;;;;;3062007
306200011;EPP VATOMITSANGANA;034 82 084 32;;;;;;;3062001
306200013;EPP TELOMITA;033 15 126 07;;;;;;;3062001
306200015;EPP AMBATOLAMPY;033 02 378 77;;;;;;;3062007
306200017;EPP ANKAZONDRANO;034 73 686 64;;;;;;;3062003
306200018;EPP BERONONO;034 26 352 25;;;;;;;3062005
306210001;EPP AMBATONAORINA;034 89 530 31;;;;;;;3062113
306210002;EPP AMBOHIJANAHARY;033 42 698 50;;;;;;;3062117
306210003;EPP AMBOHIMPIERENANA;034 46 375 32;;;;;;;3062102
306210004;EPP AMBOHIPIA;033 78 401 60;;;;;;;3062101
306210005;EPP AMBOHITSARA;;;;;;;;3062103
306210006;EPP AMBOLOTARA;034 11 193 41;;;;;;;3062104
306210007;EPP AMBONIARIVO;034 72 250 92;;;;;;;3062105
306210008;EPP AMPANDRANA;034 86 915 89;;;;;;;3062106
306210009;EPP AMPANDROTRARANA;034 63 695 27;;;;;;;3062107
306210010;EPP ANDIDY;034 13 008 12;;;;;;;3062103
306210011;EPP ANDRAINARIVO;034 78 345 30;;;;;;;3062108
306210012;EPP ANJAMANA;034 13 649 99;;;;;;;3062109
306210013;EPP ANTANETILAVA;034 62 400 58;;;;;;;3062110
306210014;EPP ANTRANOBONGO;;;;;;;;3062121
306210015;EPP IARINORO;033 23 718 58;;;;;;;3062111
306210016;EPP IAVO;034 76 256 95;;;;;;;3062106
306210017;EPP MAHATSOLO;034 27 573 67;;;;;;;3062103
306210018;EPP MANARINONY;034 64 427 95;;;;;;;3062114
306210019;EPP MANEVA;034 95 255 33;;;;;;;3062115
306210020;EPP MIARINARIVO;034 38 407 18;;;;;;;3062116
306210021;EPP TANJATO;034 93 417 14;;;;;;;3062119
306210022;EPP TANJONA;034 13 894 78;;;;;;;3062120
306210023;EPP TSARAKIANJA;;;;;;;;3062113
306210024;EPP TSARASAOTRA;033 42 688 12;;;;;;;3062123
306210025;EPP TSARAZAZA;034 13 349 09;fanomezantsoa.arimalala@gmail.com;;;;;;3062124
306210026;EPP TSINJONY;034 67 513 87;;;;;;;3062126
306210027;EPP VATORONDRAINA;034 46 258 92;;;;;;;3062117
306210028;EPP VINANY;;;;;;;;3062127
306210029;EPP ZANAPOSA;034 17 691 87;;;;;;;3062128
306210033;EPP TRANOLAVA;034 93 414 48;;;;;;;3062122
306210034;EPP TSIMIARILOHA;034 16 149 38;;;;;;;3062125
306220002;EPP AMBATOFIRAISANKINA;;;;;;;;3062203
306220003;EPP AMBOHIMANENDRIKA;034 67 631 35;ratolojanahryalbertmiandrisoa@gmail.com;;;;;;3062201
306220004;EPP AMPASINA;034 18 447 95;;;;;;;3062202
306220005;EPP AMPIDIRANA;034 89 617 00;;;;;;;3062203
306220006;EPP ANIVOALA;034 69 963 94;;;;;;;3062205
306220007;EPP BEHELATRA;034 95 465 40;;;;;;;3062206
306220008;EPP RANOMENA NORD;034 50 576 19;;;;;;;3062603
306220009;EPP SAHANATO;;;;;;;;3062207
306220010;EPP SAHAVAKOANA;034 84 830 41;;;;;;;3062205
306220011;EPP TSARAMASOANDRO;034 61 731 91;;;;;;;3062604
306220012;EPP TSARARIVOTRA EST;034 38 407 52;;;;;;;3062602
306220014;EPP SOANIHANTANA;034 57 230 86;;;;;;;3062205
306220015;EPP SAINT DRONE LOVASOA;034 76 965 80;;;;;;;3062205
306220017;EPP FIOMBONANTSOA ANTAMBONANA;034 27 526 08;;;;;;;3062206
306230001;EPP AMBODILENDEMY;034 50 610 60;;;;;;;3062301
306230002;EPP AMBODIRAFIA;;;;;;;;3062302
306230003;EPP AMBODISANA;034 90 227 26;;;;;;;3062303
306230004;EPP MANDOAKARATANA;034 57 635 85;;;;;;;3062306
306230005;EPP FENOMANTA;034 38 403 76;;;;;;;3062304
306230006;EPP KIANJANOMBY;034 86 918 49;;;;;;;3062305
306230007;EPP ANDRANOVAKOKA;;;;;;;;3062306
306230008;EPP SAHAMAPAY;034 36 894 78;;;;;;;3062303
306230009;EPP SOANIHERENANA;034 71 582 78;;;;;;;3062304
306230010;EPP VOHIDAHY CENTRE;034 01 728 26;;;;;;;3062307
306230011;EPP VOLOBE;034 17 100 85;;;;;;;3062308
306230013;EPP AMBALAVARY SUD;034 04 178 86;;;;;;;3062303
306230014;EPP AMBALAVARY NORD;034 49 117 24;;;;;;;3062301
306230015;EPP AMBOHIMAHATSARA;034 91 441 14;;;;;;;3062303
306230016;EPP SAHAMATRANA;034 60 165 17;;;;;;;3062306
306240002;EPP ALAKAMISY;034 14 248 51;razafimandimbilouise@gmail.com;;;;;;3062401
306240004;EPP AMPANY;034 13 230 81;;;;;;;3062406
306240005;EPP AMPIHADIAMBY;034 06 217 57;;;;;;;3062407
306240006;EPP ANDRIAMANALINA;034 91 302 64;;;;;;;3062401
306240007;EPP ANDRIANARIVO SETH AMONGY;;;;;;;;3062405
306240008;EPP ANTOETRA;034 66 587 14;;;;;;;3062412
306240009;EPP ILANITRA;034 74 975 25;;;;;;;3062416
306240010;EPP RARAMONJA;034 21 633 97;;;;;;;3062410
306240011;EPP TANETIBE;034 43 064 21;;;;;;;3062420
306240012;EPP TSARARIVOTRA;034 39 452 43;;;;;;;3062411
306240013;EPP VATOVORY;034 96 948 04;;;;;;;3062421
306240014;EPP VOHIDAHY;034 74 754 38;;;;;;;3062422
306010001;CEG ALAKAMISY AMBOHIJATO;034 27 059 92;;;;;;;3060103
306010013;CEG BEHENA;034 73 822 00;;;;;;;3060105
306010014;CEG ANNEXE SOAROTANANA;034 29 987 78;;;;;;;3060108
306020001;CEG AMBALAMANAKANA;034 39 015 56;;;;;;;3060201
306020011;CEG SAHATSIARA;034 45 415 18;;;;;;;3060207
306030001;CEG AMBATOFITORAHANA;034 32 586 81;;;;;;;3060301
306040001;CEG AMBINANINDRANO;034 68 089 52;;;;;;;3060402
306040002;CEG SAHANJAZA;034 25 250 42;;;;;;;3060402
306040035;CEG VOHITRAIVO;034 06 398 45;;;;;;;3060413
306040038;CEG SOANIERANA;034 37 574 15;;;;;;;3060410
306050001;CEG AMBOHIMITOMBO I;034 64 739 79;;;;;;;3060505
306050019;CEG ITANDROKA;034 39 976 51;;;;;;;3060509
306070001;CEG VINANINORO;034 14 865 36;;;;;;;3060721
306070002;CEG VOHIMALAZA;034 95 897 75;;;;;;;3060722
306070019;CEG VATAMBE;034 17 311 64;;;;;;;3060720
306070020;CEG ANNEXE FASIMENA;034 60 092 20;;;;;;;3060713
306080001;CEG ANDINA;034 31 622 73;;;;;;;3060806
306080018;CEG AMPASINA;034 60 515 44;;;;;;;3060804
306080020;CEG ANNEXE AMPAMAHOTRA;;;;;;;;3060803
306090001;CEG ANKAZOAMBO AMBOSITRA;034 46 377 21;;;;;;;3060901
306090006;CEG AMPANASAMAINA;034 44 556 25;;;;;;;3060902
306100001;CEG ANTOETRA;034 28 851 08;;;;;;;3061010
306100031;CEG ANKARENANA;034 35 269 36;;;;;;;3061008
306100032;CEG FALIARIVO;;;;;;;;3061011
306110009;CEG FAHIZAY;034 36 922 40;;;;;;;3061106
306120011;CEG IHADILANANA;034 38 404 28;;;;;;;3061202
306130001;CEG AMBOHIPERIVOANA;034 69 581 87;;;;;;;3062501
306130002;CEG ILAKA CENTRE;;;;;;;;3061309
306130019;CEG IKIANJA;034 38 433 69;;;;;;;3061308
306130020;CEG SOAVINA;034 12 490 79;;;;;;;3061313
306130021;CEG SOARANO;034 28 240 15;;;;;;;3062502
306140001;CEG IMERINA IMADY;034 36 717 64;;;;;;;3061408
306150001;CEG IVATO CENTRE;034 40 656 26;;;;;;;3061510
306150017;CEG ANNEXE ANKOTSAKA;033 09 581 68;;;;;;;3061509
306160007;CEG IVONY FIRAISANTSOA;034 36 890 69;;;;;;;3061605
306170001;CEG KIANJANDRAKEFINA;034 96 964 09;;;;;;;3061711
306170019;CEG SOANIRINA;034 92 160 97;;;;;;;3061715
306170020;CEG TSIMATAHODALANA;034 13 728 36;;;;;;;3061716
306170021;CEG AMBALASOARAY;034 91 678 55;;;;;;;3061701
306180001;CEG MAHAZINA;034 94 473 91;;;;;;;3061806
306190001;CEG MAROSOA;034 89 648 73;;;;;;;3061915
306190018;CEG ILAMPY;034 32 760 94;;;;;;;3061912
306190019;CEG ANTAFOTONA;034 18 831 59;;;;;;;3061907
306190020;CEG ANKAREFO MAHATORY;034 60 131 63;;;;;;;3061905
306200001;CEG AMBOHIMANJAKA;033 19 953 52;;;;;;;3062001
306200012;CEG ANTANETIBE;034 14 457 92;;;;;;;3062003
306200016;CEG ANNEXE FIERENANTSOA;034 89 398 71;;;;;;;3062005
306210030;CEG TSARASAOTRA;033 08 536 23;;;;;;;3062122
306210031;CEG ANDRAINARIVO;034 46 376 65;;;;;;;3062108
306210032;CEG AMPANDROTRARANA;034 77 990 95;;;;;;;3062107
306210035;CEG AMPANDRANA;034 85 238 07;;;;;;;3062106
306210036;CEG AMBOLOTARA;;;;;;;;3062104
306210037;CEG ANNEXE AMBOHITSARA;034 73 997 14;;;;;;;3062103
306220001;CEG AMBATOFIRAISANKINA;034 09 765 17;;;;;;;3062203
306220013;CEG TSARARIVOTRA EST;034 91 501 34;;;;;;;3062602
306230012;CEG VOHIDAHY CENTRE;034 94 263 38;;;;;;;3062307
306240016;CEG AMBOHIMIADANA;034 17 331 50;;;;;;;3062401
306240017;CEG AMBALAMAHASOA;034 04 940 45;rakotomalalaary19@gmail.com;;;;;;3062402
306240029;CEG ANNEXE VATOVORY;034 52 967 88;;;;;;;3062421
306080019;LYCEE ANDINA;034 80 082 89;;;;;;;3060806
306130018;LYCEE ANNEXE ILAKA CENTRE;034 39 041 78;;;;;;;3061309
306150019;LYCEE IVATO CENTRE;034 10 765 10;;;;;;;3061510
306170018;LYCEE KIANJANDRAKEFINA;034 74 957 63;;;;;;;3061711
306190017;LYCEE ANNEXE MAROSOA;034 29 125 00;Llyceemarosoa.imady@gmail.com;;;;;;3061904
306210038;LYCEE TSARASAOTRA;034 95 894 43;;;;;;;3062116
306240015;LYCEE RAKOTOARISOA;034 89 626 09;lyceerakotoamb@gmail.com;;;;;;3062417
306240021;LYCEE ANNEXE MODERNE ANKOROMBE;034 44 984 30;lyceeankorombe@gmail.com;;;;;;3062411
306241004;LYCEE PRIVE CATHOLIQUE SAINT LOUIS DE GONZAGUE;034 53 058 08;;COMMUNAUTE DES FRERES DES ECOLES CHRETIENNES;RANDRIAMALALA JEAN NOEL;1;DINEC;;3062410
308080048;LYCEE AMBADIKIMANANGANA;034 09 863 94;lycemitra@gmail.com;;;;;;3080825
308040002;CEG FANDRIANA;034 87 998 78;maminiainandriamboavonjy@gmail.com;;;;;;3080439
308011001;ECOLE PRIVEE CATHOLIQUE AMBOHIMANDRAY;034 11 431 99;;EGLISE CATHOLIQUE ROMAN;ANDRIAMIADANA RAKOTONDRASOA;1;DINEC;;3080114
308011002;ECOLE PRIVEE CATHOLIQUE LANIERA;034 43 659 22;;EGLISE CATHOLISQUE ;RANDRIAMARO JOSEPHE PIERRE ;1;DINEC;;3080103
308011003;ECOLE PRIVEE CATHOLIQUE LOHALO;034 48 432 17;;EGLISE CATHOLIQUE ;RAVOHASINDRAINIBE MADELEINE ;1;DINEC;;3080106
308011004;ECOLE PRIVEE CATHOLIQUE SAINT JOANY IMAINGA;034 27 322 73;;EGLISE ATHOLIQUE ROMAN;RAZAFIMAHATRATRA JEAN BAPTISTE;1;DINEC;;3080105
308011005;ECOLE PRIVEE CATHOLIQUE MORARANO;034 62 135 33;;ECOLE CATHOLIQUE ;RASOLONOMENJANAHARY AIMEE CLAUDINE ;1;DINEC;;3080111
308011006;ECOLE PRIVEE CATHOLIQUE SAKAVIRO;034 23 310 58;;EGLISE CATHOLIQUE ;ZANAJATOVO BERCHMERS ;1;DINEC;;3080103
308011007;ECOLE PRIVEE CATHOLIQUE SAINT JEAN DE DIEU LOVASOA;034 50 988 89;;EGLISE CATHOLIQUE ;RANOMENJANAHARY MARIE JULIETTE;1;DINEC;;3080111
308011008;KOLEJY MASINDAHY ANDRE;034 66 052 90;;COLLEGE CATHOLIQUE SAINT ANDRE ;RASOANIRINA MARIE MELANIE ;1;DINEC;;3080101
308011009;COLLEGE VICTOIRE RASOAMANARIVO;034 40 621 44;;EKAR;RAFANJANIRINA MARIE GEORGETTE SALOME VIVIANE;1;DINEC;;3080107
308021002;COLLEGE PRIVE RASALA ITANJONA;034 99 772 10;;RASOAMANANJARA Esther;RASOAMANANJARA Esther;5;DN/ADVENTISTE;;3080205
308021003;ECOLE PRIVEE CATHOLIQUE SAINTE THERESE AMBILONA IRONDROALA;034 42 959 96;;ECAR IRONDROALA ;RAKOTORAHALAHY IGNACE ;1;DINEC;;3080208
308031001;ECOLE PRIVEE CATHOLIQUE ANDRENILAVITRA;034 67 559 12;;ECAR ANDRENILAVITRA;RAVAOARISOA HAJATIANA CLARISSE;1;DINEC;;3080301
308031002;ECOLE PRIVEE CATHOLIQUE MASINDRARY;034 69 308 33;;ECAR MASINDRARY;LANTONIRINA MARIE VIVIANE;1;DINEC;;3080308
308031003;ECOLE PRIVEE CATHOLIQUE BESOFINA;;;ECAR;RAKOTONINDRINA JOSEPH;1;DINEC;;3080310
308031004;ECOLE PRIVEE CATHOLIQUE KIRISIASY;034 95 069 53;;ECAR KRISIASY;RANIVOARISOA BASILICE;1;DINEC;;3080307
308041002;ECOLE PRIVEE CATHOLIQUE SAINT IGNACE ANDRAMBONOMBY;034 42 888 94;;ECAR;RAKOTONOMENJANAHARY;1;DINEC;;3080421
308041003;ECOLE PRIVEE CATHOLIQUE VOHIBOLO;034 98 676 86;;ECAR;RAZAFITSAROANDRAINIBE ODON JULES;1;DINEC;;3080440
308041004;ECOLE PRIVEE CATHOLIQUE VOHIDOAKA;034 91 381 64;;ECOLE PRIVE CATHOLIQUE VOHIDOAKA;RANDRIANASOLO GILBERT;1;DINEC;;3080402
308041005;LYCEE CATHOLIQUE SAGESSE DE SAINT LOUIS MARIE DE MONTFORT;;;EKAR ;RAHERINANTENAINA NARINDRA CHARLINE;1;DINEC;;3080405
308041007;LES PAPILLONS;034 55 930 71;colombemandimbiniaina@gmail.com;RATOANDROMALALA MARYSE VICTOIRE;MANDIMBINIAINA COLOMBE;11;NON AFFILIÉ;80102-22-2011-0-00203;3080407
308041009;ECOLE PRIVEE CATHOLIQUE CARMEL SAINT JOSEPH;034 88 247 80;;CONGREGATION DES SOEURRS CAERMELITES DE SAINT JOSEPH;SŒUR RAFARAMALALA ELIANE ;1;DINEC;;3080439
308041011;LYCEE PRIVE FANOVOZANTSOA;034 93 352 10;rajarisoajeandedieu@gmail.com;ASSOCIATION TOLONA;RAJARISOA JEAN DE DIEU;11;NON AFFILIÉ;;3080439
308041013;LYCEE PRIVE SACRE-COEUR FANDRIANA;033 72 092 50;francy108@gmail.com;Frère de Saint Gabriel;Frère Francis KENNEDY;1;DINEC;537308;3080405
308041014;LYCEE LUTHERIEN LARS STUELAND AMBOZONTANY FANDRIANA;034 29 321 66;3lsfandriana@gmail.com;SINODAMPARITANY FISAKANA FLM;RAKOTOVAO ANDRIAMIHAJANIRINA LALAMANDIMBY ;4;DN/FLM;;3080425
308051001;ECOLE PRIVEE CATHOLIQUE AMBALAVAO;;;ECAR ;RASOANARIVO Mariette ;1;DINEC;;3080501
308051002;ECOLE PRIVEE CATHOLIQUE SAINT PAUL VINANIMASINA;034 18 714 00;;ECOLE PRIVEE CATHOLIQUE VINANIMASINA ;RAZAFINDRASOA  Jeanne Marie Françoise ;1;DINEC;;3080528
308051003;ECOLE PRIVEE LAIQUE FANANTENANA;034 89 864 44;ctahiana@yahgoo.fr;ASSOCIATION VITA;RAKOTONIRINA TAHINA CHRISTIAN;11;NON AFFILIÉ;;3080527
308051004;ECOLE PRIVEE CATHOLIQUE AMBOHIMAHATSARA;034 29 371 93;;RAKOTOSOLOFO AIME JOSEPH;RAKOTOSOLOFO AIME JOSEPH;11;NON AFFILIÉ;;3080527
308051005;ECOLE PRIVEE CATHOLIQUE AMBOHIMANARIVO;034 10 357 86;;RAZAFINDRABARY YOLLANDE MARIE ROSE;RAZAFINDRABARY.YOLLANDE MARIE ROSE;1;DINEC;;3080521
308051007;LYCEE PRIVE LES QUATRE FRERES;034 07 063 24;;RAKOTOZAFY ANDRIAFARA MANATANJONA;RAKOTOZAFY ANDRIAFARA MANATANJONA;1;DINEC;;3080521
308061001;LYCEE CATHOLIQUE SAINT JOSEPH AMBOHIDRAVAKA;034 84 854 31;;ECAR ;Sœur MAHARAMBY Leon Nory;1;DINEC;;3080615
308061002;ECOLE PRIVEE CATHOLIQUE FO MASIN'I JESOA IKORO;034 43 025 90;;FO MASIN'I JESOA ;ANDRIAFANOMEZANA ODON BRUNO;1;DINEC;;3080622
308061003;KOLEJY FJKM RASAHIA RAINIHARISON;034 37 335 03;;FJKM IMITO ;RAZAZAROHAVANA TSIRAHONANA Gilbert ;1;DINEC;;3080615
308061004;ECOLE PRIVEE CATHOLIQUE ISALAKAINA;034 13 647 03;;ECOLE PRIVEE CATHOKIQUE SAINT MICHEL ISALAKAINA ;RAKOTONIRINA FRANCOIS JEAN PAUL JEAN BAPTISTE;1;DINEC;;3080604
308061005;ECOLE PRIVEE CATHOLIQUE MORAHERY;034 20 012 46;;ECOLE PRIVEE CATHOLIQUE FOMASIN' I JESOA ;RAKOTORAHALAHY ANDRIAMANALISATA JEROME ;J;DINEC;;3080605
308071001;COLLEGE SAINT IGNACE DE LOYOLA;034 09 095 70;;ECAR;RAKOTORAHALAHY PHILIBERT;1;DINEC;;3081503
308071002;ECOLE PRIVEE CATHOLIQUE AMBOHIDRAKITRA;034 91 305 11;;ECAR;RANDRIAMAMONJY JEAN ROLAND;1;DINEC;;3081501
308071003;ECOLE PRIVEE CATHOLIQUE ANKARINA;034 82 762 15;;ECAR;RASOLOFARA JEAN JACQUES;1;DINEC;;3081504
308071004;ECOLE PRIVEE CATHOLIQUE SAINT JOSEPH AMBATOLAMPY;034 80 073 04;;ECAR;RAKOTONIRINA FRANCOIS IGNACE ;1;DINEC;;3081502
308071005;ECOLE PRIVEE CATHOLIQUE VINANY;034 10 938 91;;ECAR ;MIARANTSOA CHARLINE;1;DINEC;;3080712
308071007;ECOLE PRIVEE CATHOLIQUE AMBOHITRIKENA;034 76 289 87;;ECAR AMBOHITRIKENA ;RAHANTARISOA JOCELYNE;1;DINEC;;3080704
308071009;ECOLE PRIVEE CATHOLIQUE ANDRENILAIVELO;034 78 746 21;;ECAR;RAZANAMIANDRISOA CATHERINE MARIE;1;DINEC;;3080713
308071010;COLLEGE PRIVE SAINT JOSEPH AMBOHIMANAIKY;034 19 802 93;ecolesagessemmahazoarivo@yahoo.fr;ECAR;SŒUR RASOAVOLOLONA MARIE ROSE ;1;DINEC;;3080701
308080060;KOLEJY MASINA MARIA;034 68 485 96;;KOLEJY MASINA MARIA MIARINAVARATRA ;RANDRIANASOLO Jean De Dieu;1;DINEC;;3080825
308081001;COLLEGE SAINT PIERRE ET PAUL AMBINANINDRANO;034 40 318 55;;EGLISE CATHOLIGE ROMAN;RAZAFIMAHATRATRA FANOMEZANTSOA EDOUARD;1;DINEC;;3080805
308081002;COLLEGE SAINT PIERRE AMPIADIAMBY;034 66 795 00;;COLLEGE SAINT PIERRE AMPIADIAMBY;TOKINIAINA MamyEugene ;1;DINEC;;3080812
308081003;ECOLE PRIVEE CATHOLIQUE MIARINAVARATRA;034 68 495 95;;ECOLE PRIVEE CATHOLIQUE MIARINAVARATRA ;EGLISE CATHOLIQUE APOSTOLIQUE ROMAINE ;1;DINEC;;3080825
308081004;ECOLE PRIVEE CATHOLIQUE FALIARIVO SOANIMPANDALO;034 50 390 31;;EGLIGE CATHOLIQUE ROMAN;RASOAFANIRY BERNADETTE MARIE CLAIRE YVONNE;1;DINEC;;3080813
308081005;COLLEGE SAINT JOSEPH AMBODIVONA;;;ECAR ;RANDRIANASOLO CLAUDE ROLLAND;1;DINEC;;3080813
308081008;ECOLE PRIVEE CATHOLIQUE ANKAFOTRA;034 04 023 45;;EGLISE CATHOLIQUE APOSTOLIQUE ROMAN;RAHARISOA EUGENIE CLEMENTINE;1;DINEC;;3080814
308081009;ECOLE PRIVEE CATHOLIQUE SAHAROAMIOLOTRA;;;EKAR SAHAROAMIOLOTRA ;RAZANAMALALA MAMITIANA FRANCINE ;1;DINEC;;3080830
308091001;COLLEGE PRIVE CATHOLIQUE SAINT GABRIEL MILAMAINA;034 04 599 37;rasoarilantojudith@gmai.com;EKAR MILAMAINA;RASOARILANTO JUDITH MARIE GISELE;1;DINEC;557-AA;3080908
308101001;LYCEE PRIVE LA SOURCE;033 09 001 93;fishsaina@gmail.com;RAVOSOA MARIE  ALPHONSINE ;RAVOSOA MARIE ALPHONSINE;11;NON AFFILIÉ;;3081023
308101004;LYCEE PRIVE LUTHERIEN IHARANA;034 73 167 91;;FIANGONANA LOTERIANA MALAGASY ;RAZANAMARIA AURELIE BERTINE ;4;DN/FLM;;3081021
308101005;ECOLE PRIVEE CATHOLIQUE SAINT JACQUES BERTHIEU AMBOHIMANAIKY;034 02 307 96;;EKAR AMBOHIMANAIKY;HERIMAMPISAINA Rovalalao Géorges ;1;DINEC;;3081009
308101006;COLLEGE PRIVE FANJIRY SAHAMADIO;034 20 066 20;;ANDRIANDRAINA FALIMAMY BERNARD;ANDRIANDRAINA FALOMAMY BERNARD;11;NON AFFILIÉ;;3081023
308111001;COLLEGE SAINT PAUL SANDRANDAHY;034 64 893 49;;DISTRICT MISSIONNAIRE SANDRANDAHY ;RAHANITRANIRINA YVONNE BERNADETTE ;1;DINEC;;3081130
308111002;ECOLE PRIVEE CATHOLIQUE AMBALASOARAY;034 99 900 86;;EGLISE CATHOLIQUE AMBALASOARAY ;APOLLINE Jeannne D'Arc Rasoamampionona ;1;DINEC;;3081102
308111003;ECOLE PRIVEE CATHOLIQUE AMBALATANY;034 60 474 41;;ECAR AMBALATANY;RASOAMANAPIANIFENO ANGELE;1;DINEC;;3081103
308111004;ECOLE PRIVEE CATHOLIQUE AMBATOHARANANA IARY;034 60 697 27;;EGLISE CATHOLIQUE AMBATOHARANAN ;RASOAMIAFARA Marie Lucienne ;1;DINEC;;3081124
308111005;ECOLE PRIVEE CATHOLIQUE AMBILONDEHIBE;034 91 453 62;;EKAR AMBILONDEHIBE ;ROVOSOA TAHINIAINA Marie Albertine ;1;DINEC;;3081110
308111007;ECOLE PRIVEE CATHOLIQUE MIANDRIZATO;;;EKAR ;RASOANATOANDRO NOMENJANAHARY JULIA ;1;DINEC;;3081108
308111008;ECOLE PRIVEE CATHOLIQUE MORAFENO;034 27 513 60;;CAR AMBOHIMANANA ;RAVAOARIMANANA ELISABETH ;1;DINEC;;3081138
308111009;ECOLE PRIVEE CATHOLIQUE SAINT ANDRE AMBOHINAORINA;034 12 961 56;;EPC AMBOHINAORINA ;RAFAMANTANATSOA JOSE CYRILLE ;1;DINEC;;3081136
308111010;ECOLE PRIVEE CATHOLIQUE SAINTE FELICIE SERANANA;034 62 607 77;;ECA SERANANA ;RANDRIANASOLO Pierrre Isidore;1;DINEC;;3081105
308111011;SEKOLY KATOLIKA MASIMBAVY TEREZY TSARAFANDRY;034 84 558 61;;;RABAKOLINIRINA JOSEPHINE MARIE AURELIE ;1;DINEC;;3081115
308111013;ECOLE PRIVEE CATHOLIQUE SAINT JOSEPH AMBOHIMANDROSO;;;;RAMAROVAVY Alice;1;DINEC;;3081121
308111016;ECOLE PRIVEE LES ETOILES;034 99 662 45;;RAKOTONDRABE Tafitamampionona Martina ;RAKOTONDRABE Tafitamampionona Martina ;1;DINEC;;3081130
308111017;LYCEE PRIVE FANDRESENA;034 19 432 96;;ADVENTISTE ;RABENANDRASANA Marcel Jules Henri ;5;DN/ADVENTISTE;;3081130
308111018;ECOLE CATHOLIQUE SAINT GABRIEL SAHALAVA;;;;RANDRIANAMBININA Angeline Rami;1;DINEC;;3081129
308111020;ECOLE PRIVEE CATHOLIQUE ITENINA;034 70 832 65;;EGLISE CATHOLIQUE ITENINA;RAZAFINDRANORO JEANNE;1;DINEC;;3081135
308131001;ECOLE PRIVEE CATHOLIQUE AMBOHIBARY SAHATORENDRIKA;034 30 353 12;;EKAR;RAZAFINILAINA JEAN AURELIE;1;DINEC;;3081308
308131002;ECOLE PRIVEE CATHOLIQUE SAINT ETIENNE RANOMAINTY VOHIBE;;;EGLISE CATHOLIQUE ;SAHONDRANIRINA GEORGINE ;1;DINEC;;3081329
308131004;ECOLE PRIVEE CATHOLIQUE SAINT PASCAL ANDRANONGOAKA;;;EKAR;RAMAROLAHY FIDELE;1;DINEC;;3081308
308010002;EPP ALAKAMISY;034 91 466 28;;;;;;;3080101
308010003;EPP AMBOHIJANAHARY;034 80 112 35;;;;;;;3080111
308010004;EPP AMBONDRONA;034 62 248 73;;;;;;;3080103
308010005;EPP VOHIMARINA;034 19 637 98;;;;;;;3080112
308010006;EPP FANDRIANA;034 66 656 82;;;;;;;3080104
308010007;EPP MAHATSINJO;034 56 760 49;;;;;;;3080105
308010008;EPP MAROFOTOTRA;034 50 316 70;;;;;;;3080108
308010009;EPP NANANDRANA;034 90 943 01;;;;;;;3080110
308010010;EPP SAINTE ANNE;034 91 354 52;;;;;;;3080111
308010011;EPP SOAFENO;034 88 482 71;;;;;;;3080113
308010012;EPP SOANIERANA;034 29 700 17;;;;;;;3080109
308010013;EPP SOATSIHADINO;034 19 221 31;;;;;;;3080106
308010014;EPP VOHIMANOMBO;034 31 076 64;;;;;;;3080102
308010016;EPP ZAFINDRENIAMANGA;034 40 318 81;;;;;;;3080114
308010017;EPP ANALAVORY;;;;;;;;3080112
308010024;EPP TSARARIVOTRA SAINTE ANNE;034 06 169 48;;;;;;;3080111
